Team,Upset Win Count,Underdog Match Count,Underdog Match Win Rate (%),Bayesian Weighted Rate (%),Upset Frequency (%),Total Match Count
6921,1,14,7.14,11.0,3.33,30
4827,1,14,7.14,11.0,3.85,26
2429,1,14,7.14,11.0,2.86,35
9435,1,14,7.14,11.0,5.26,19
9484,1,14,7.14,11.0,2.63,38
7111,1,14,7.14,11.0,3.7,27
9751,1,14,7.14,11.0,4.35,23
3234,1,14,7.14,11.0,4.17,24
7198,1,14,7.14,11.0,4.17,24
9051,1,14,7.14,11.0,3.85,26
3055,1,14,7.14,11.0,5.26,19
2062,1,14,7.14,11.0,4.76,21
8024,1,14,7.14,11.0,3.33,30
94,1,14,7.14,11.0,4.17,24
8205,1,14,7.14,11.0,3.23,31
6152,1,14,7.14,11.0,3.45,29
6964,1,14,7.14,11.0,3.03,33
6044,0,5,0.0,10.9,0.0,9
10044,0,5,0.0,10.9,0.0,10
8339,0,5,0.0,10.9,0.0,17
867,0,5,0.0,10.9,0.0,10
9550,0,5,0.0,10.9,0.0,10
10308,0,5,0.0,10.9,0.0,8
10203,0,5,0.0,10.9,0.0,8
10251,0,5,0.0,10.9,0.0,9
6064,0,5,0.0,10.9,0.0,8
10041,0,5,0.0,10.9,0.0,9
4774,0,5,0.0,10.9,0.0,15
7439,0,5,0.0,10.9,0.0,8
10132,0,5,0.0,10.9,0.0,8
10180,0,5,0.0,10.9,0.0,10
8264,0,5,0.0,10.9,0.0,11
9160,0,5,0.0,10.9,0.0,8
8158,0,5,0.0,10.9,0.0,8
4019,0,5,0.0,10.9,0.0,9
9745,0,5,0.0,10.9,0.0,9
9305,0,5,0.0,10.9,0.0,10
931,0,5,0.0,10.9,0.0,13
6608,0,5,0.0,10.9,0.0,12
5849,0,5,0.0,10.9,0.0,9
9447,0,5,0.0,10.9,0.0,12
9006,0,5,0.0,10.9,0.0,12
8057,0,5,0.0,10.9,0.0,10
10512,0,5,0.0,10.9,0.0,10
8753,0,5,0.0,10.9,0.0,10
10335,0,5,0.0,10.9,0.0,10
4423,0,5,0.0,10.9,0.0,15
9585,0,5,0.0,10.9,0.0,9
5874,0,5,0.0,10.9,0.0,10
1822,0,5,0.0,10.9,0.0,9
10565,0,5,0.0,10.9,0.0,13
662,0,5,0.0,10.9,0.0,9
10586,0,5,0.0,10.9,0.0,9
3341,0,5,0.0,10.9,0.0,9
3704,0,5,0.0,10.9,0.0,9
9730,0,5,0.0,10.9,0.0,9
2907,0,5,0.0,10.9,0.0,12
368,0,5,0.0,10.9,0.0,14
547,0,5,0.0,10.9,0.0,10
5996,0,5,0.0,10.9,0.0,9
10352,0,5,0.0,10.9,0.0,9
10458,0,5,0.0,10.9,0.0,11
9654,0,5,0.0,10.9,0.0,11
3695,0,5,0.0,10.9,0.0,11
3018,0,5,0.0,10.9,0.0,12
10448,0,5,0.0,10.9,0.0,9
8551,0,5,0.0,10.9,0.0,9
3723,0,5,0.0,10.9,0.0,9
9508,0,5,0.0,10.9,0.0,9
5744,0,5,0.0,10.9,0.0,10
10635,0,5,0.0,10.9,0.0,10
9779,0,5,0.0,10.9,0.0,10
2175,0,5,0.0,10.9,0.0,10
5434,0,5,0.0,10.9,0.0,10
6175,0,5,0.0,10.9,0.0,12
3606,0,5,0.0,10.9,0.0,9
4277,0,5,0.0,10.9,0.0,10
1818,0,5,0.0,10.9,0.0,9
5971,0,5,0.0,10.9,0.0,9
5123,0,5,0.0,10.9,0.0,9
10454,0,5,0.0,10.9,0.0,9
7272,0,5,0.0,10.9,0.0,10
10413,0,5,0.0,10.9,0.0,9
9202,0,5,0.0,10.9,0.0,9
4171,0,5,0.0,10.9,0.0,9
2648,2,24,8.33,10.66,3.64,55
619,2,24,8.33,10.66,5.13,39
1983,2,24,8.33,10.66,4.55,44
2204,2,24,8.33,10.66,4.17,48
10492,2,24,8.33,10.66,4.76,42
2980,3,34,8.82,10.49,6.52,46
7177,1,15,6.67,10.45,4.17,24
9303,1,15,6.67,10.45,4.17,24
6168,1,15,6.67,10.45,4.17,24
3480,1,15,6.67,10.45,3.7,27
3794,1,15,6.67,10.45,5.0,20
6987,1,15,6.67,10.45,3.33,30
7611,1,15,6.67,10.45,4.17,24
8721,1,15,6.67,10.45,3.45,29
555,1,15,6.67,10.45,1.72,58
7110,1,15,6.67,10.45,3.7,27
4988,1,15,6.67,10.45,4.17,24
3707,1,15,6.67,10.45,3.45,29
1793,1,15,6.67,10.45,4.17,24
6978,1,15,6.67,10.45,2.5,40
716,1,15,6.67,10.45,4.17,24
7623,1,15,6.67,10.45,3.45,29
6146,1,15,6.67,10.45,3.33,30
1772,1,15,6.67,10.45,5.0,20
6057,1,15,6.67,10.45,4.17,24
9225,1,15,6.67,10.45,4.17,24
8612,1,15,6.67,10.45,3.23,31
2556,1,15,6.67,10.45,4.0,25
9627,1,15,6.67,10.45,5.26,19
9096,1,15,6.67,10.45,3.85,26
10232,1,15,6.67,10.45,4.17,24
4568,1,15,6.67,10.45,4.17,24
9505,1,15,6.67,10.45,4.76,21
1515,1,15,6.67,10.45,4.55,22
1744,1,15,6.67,10.45,4.76,21
8880,1,15,6.67,10.45,3.57,28
9721,1,15,6.67,10.45,4.17,24
9516,1,15,6.67,10.45,4.17,24
4750,1,15,6.67,10.45,4.17,24
5619,1,15,6.67,10.45,4.17,24
8364,1,15,6.67,10.45,4.17,24
4186,1,15,6.67,10.45,3.7,27
8840,1,15,6.67,10.45,4.55,22
7155,2,25,8.0,10.3,5.41,37
10332,2,25,8.0,10.3,4.55,44
3537,2,25,8.0,10.3,4.55,44
9659,2,25,8.0,10.3,5.0,40
5024,2,25,8.0,10.3,4.44,45
10218,2,25,8.0,10.3,5.13,39
5150,2,26,7.69,9.97,4.26,47
9506,2,26,7.69,9.97,4.65,43
6695,1,16,6.25,9.95,5.0,20
6390,1,16,6.25,9.95,4.17,24
433,1,16,6.25,9.95,3.85,26
6877,1,16,6.25,9.95,3.57,28
7271,1,16,6.25,9.95,4.17,24
9005,1,16,6.25,9.95,3.57,28
10366,1,16,6.25,9.95,4.17,24
10595,1,16,6.25,9.95,4.17,24
3268,1,16,6.25,9.95,4.17,24
5291,1,16,6.25,9.95,3.7,27
3134,1,16,6.25,9.95,3.03,33
7903,1,16,6.25,9.95,5.26,19
9176,1,16,6.25,9.95,2.5,40
3288,1,16,6.25,9.95,4.55,22
1056,1,16,6.25,9.95,3.12,32
8114,1,16,6.25,9.95,3.45,29
3096,1,16,6.25,9.95,3.85,26
1595,1,16,6.25,9.95,2.94,34
2421,1,16,6.25,9.95,3.45,29
7289,1,16,6.25,9.95,3.85,26
4982,1,16,6.25,9.95,4.17,24
6556,1,16,6.25,9.95,4.17,24
10464,1,16,6.25,9.95,4.0,25
2152,1,16,6.25,9.95,3.57,28
9252,1,16,6.25,9.95,3.45,29
9038,1,16,6.25,9.95,2.63,38
3158,0,6,0.0,9.91,0.0,24
6160,0,6,0.0,9.91,0.0,9
5339,0,6,0.0,9.91,0.0,9
9180,0,6,0.0,9.91,0.0,10
4862,0,6,0.0,9.91,0.0,12
9719,0,6,0.0,9.91,0.0,10
7190,0,6,0.0,9.91,0.0,10
10689,0,6,0.0,9.91,0.0,8
10422,0,6,0.0,9.91,0.0,8
7318,0,6,0.0,9.91,0.0,9
10358,0,6,0.0,9.91,0.0,12
10508,0,6,0.0,9.91,0.0,11
7113,0,6,0.0,9.91,0.0,11
10316,0,6,0.0,9.91,0.0,11
8153,0,6,0.0,9.91,0.0,13
3328,0,6,0.0,9.91,0.0,9
6000,0,6,0.0,9.91,0.0,9
4711,0,6,0.0,9.91,0.0,9
5638,0,6,0.0,9.91,0.0,9
9611,0,6,0.0,9.91,0.0,10
2190,0,6,0.0,9.91,0.0,11
7747,0,6,0.0,9.91,0.0,10
5851,0,6,0.0,9.91,0.0,26
6433,0,6,0.0,9.91,0.0,8
9493,0,6,0.0,9.91,0.0,9
9711,0,6,0.0,9.91,0.0,9
10644,0,6,0.0,9.91,0.0,12
7274,0,6,0.0,9.91,0.0,9
10650,0,6,0.0,9.91,0.0,10
9631,0,6,0.0,9.91,0.0,10
9646,0,6,0.0,9.91,0.0,10
2001,0,6,0.0,9.91,0.0,12
9676,0,6,0.0,9.91,0.0,9
1977,0,6,0.0,9.91,0.0,9
7669,0,6,0.0,9.91,0.0,10
10480,0,6,0.0,9.91,0.0,12
10354,0,6,0.0,9.91,0.0,12
5474,0,6,0.0,9.91,0.0,9
3965,0,6,0.0,9.91,0.0,9
7441,0,6,0.0,9.91,0.0,9
812,0,6,0.0,9.91,0.0,9
10392,0,6,0.0,9.91,0.0,9
10625,0,6,0.0,9.91,0.0,9
1972,0,6,0.0,9.91,0.0,9
8859,0,6,0.0,9.91,0.0,11
4817,0,6,0.0,9.91,0.0,17
10183,0,6,0.0,9.91,0.0,10
9626,0,6,0.0,9.91,0.0,11
1982,0,6,0.0,9.91,0.0,11
9002,0,6,0.0,9.91,0.0,10
10616,0,6,0.0,9.91,0.0,10
9139,0,6,0.0,9.91,0.0,10
4504,0,6,0.0,9.91,0.0,10
128,0,6,0.0,9.91,0.0,10
10269,0,6,0.0,9.91,0.0,10
10137,0,6,0.0,9.91,0.0,10
5143,0,6,0.0,9.91,0.0,10
10550,0,6,0.0,9.91,0.0,9
2574,0,6,0.0,9.91,0.0,10
9471,0,6,0.0,9.91,0.0,11
743,0,6,0.0,9.91,0.0,9
8782,0,6,0.0,9.91,0.0,10
3053,0,6,0.0,9.91,0.0,9
9425,0,6,0.0,9.91,0.0,10
9706,0,6,0.0,9.91,0.0,11
10221,0,6,0.0,9.91,0.0,9
2234,2,27,7.41,9.66,5.13,39
4361,2,27,7.41,9.66,3.85,52
1334,2,27,7.41,9.66,4.88,41
3065,1,17,5.88,9.5,2.56,39
4166,1,17,5.88,9.5,5.26,19
2438,1,17,5.88,9.5,2.33,43
9786,1,17,5.88,9.5,3.45,29
10577,1,17,5.88,9.5,3.85,26
6506,1,17,5.88,9.5,4.35,23
7676,1,17,5.88,9.5,3.12,32
7203,1,17,5.88,9.5,4.17,24
7514,1,17,5.88,9.5,3.7,27
3812,1,17,5.88,9.5,4.17,24
4342,1,17,5.88,9.5,2.33,43
3719,1,17,5.88,9.5,4.17,24
8717,1,17,5.88,9.5,4.17,24
2403,1,17,5.88,9.5,2.33,43
5052,1,17,5.88,9.5,3.85,26
4251,1,17,5.88,9.5,2.94,34
6591,1,17,5.88,9.5,4.17,24
6975,1,17,5.88,9.5,3.85,26
6806,1,17,5.88,9.5,3.45,29
10514,1,17,5.88,9.5,4.17,24
4617,1,17,5.88,9.5,3.23,31
8087,1,17,5.88,9.5,4.55,22
8081,1,17,5.88,9.5,2.44,41
5635,1,18,5.56,9.09,2.22,45
9056,1,18,5.56,9.09,4.17,24
5941,1,18,5.56,9.09,3.57,28
8739,1,18,5.56,9.09,3.33,30
865,1,18,5.56,9.09,2.13,47
5504,1,18,5.56,9.09,4.17,24
2591,1,18,5.56,9.09,4.17,24
4509,1,18,5.56,9.09,2.7,37
5406,1,18,5.56,9.09,1.59,63
7616,1,18,5.56,9.09,3.33,30
5720,0,7,0.0,9.08,0.0,9
4511,0,7,0.0,9.08,0.0,9
6902,0,7,0.0,9.08,0.0,10
5618,0,7,0.0,9.08,0.0,18
3985,0,7,0.0,9.08,0.0,12
6434,0,7,0.0,9.08,0.0,14
10677,0,7,0.0,9.08,0.0,11
9147,0,7,0.0,9.08,0.0,13
7583,0,7,0.0,9.08,0.0,11
9174,0,7,0.0,9.08,0.0,8
3282,0,7,0.0,9.08,0.0,12
4099,0,7,0.0,9.08,0.0,30
8533,0,7,0.0,9.08,0.0,9
6068,0,7,0.0,9.08,0.0,10
9164,0,7,0.0,9.08,0.0,8
1178,0,7,0.0,9.08,0.0,10
4550,0,7,0.0,9.08,0.0,23
4782,0,7,0.0,9.08,0.0,17
8012,0,7,0.0,9.08,0.0,12
996,0,7,0.0,9.08,0.0,12
6304,0,7,0.0,9.08,0.0,12
10486,0,7,0.0,9.08,0.0,8
1554,0,7,0.0,9.08,0.0,12
601,0,7,0.0,9.08,0.0,10
4562,0,7,0.0,9.08,0.0,10
10621,0,7,0.0,9.08,0.0,10
10211,0,7,0.0,9.08,0.0,10
2656,0,7,0.0,9.08,0.0,11
4314,0,7,0.0,9.08,0.0,12
4054,0,7,0.0,9.08,0.0,9
3488,0,7,0.0,9.08,0.0,16
2560,0,7,0.0,9.08,0.0,12
2039,0,7,0.0,9.08,0.0,12
6896,0,7,0.0,9.08,0.0,10
1799,0,7,0.0,9.08,0.0,9
9213,0,7,0.0,9.08,0.0,10
6833,0,7,0.0,9.08,0.0,11
10297,0,7,0.0,9.08,0.0,12
10281,0,7,0.0,9.08,0.0,11
2896,0,7,0.0,9.08,0.0,12
3721,0,7,0.0,9.08,0.0,14
4260,0,7,0.0,9.08,0.0,9
6455,0,7,0.0,9.08,0.0,9
3755,0,7,0.0,9.08,0.0,9
9620,0,7,0.0,9.08,0.0,14
9314,0,7,0.0,9.08,0.0,9
5429,0,7,0.0,9.08,0.0,10
5993,0,7,0.0,9.08,0.0,12
9027,0,7,0.0,9.08,0.0,12
9419,0,7,0.0,9.08,0.0,12
9040,0,7,0.0,9.08,0.0,11
3954,0,7,0.0,9.08,0.0,10
2972,0,7,0.0,9.08,0.0,11
8718,0,7,0.0,9.08,0.0,10
6686,0,7,0.0,9.08,0.0,10
10655,0,7,0.0,9.08,0.0,9
2404,0,7,0.0,9.08,0.0,11
8507,1,19,5.26,8.71,4.17,24
5708,1,19,5.26,8.71,3.03,33
4987,1,19,5.26,8.71,4.17,24
1522,1,19,5.26,8.71,2.78,36
9183,1,19,5.26,8.71,3.57,28
8019,1,19,5.26,8.71,2.44,41
2733,1,19,5.26,8.71,3.57,28
10107,1,19,5.26,8.71,3.33,30
1922,1,19,5.26,8.71,2.7,37
9788,1,19,5.26,8.71,4.17,24
4905,1,19,5.26,8.71,2.7,37
303,1,19,5.26,8.71,2.56,39
5959,0,8,0.0,8.39,0.0,14
8836,0,8,0.0,8.39,0.0,9
7760,0,8,0.0,8.39,0.0,12
3996,0,8,0.0,8.39,0.0,16
296,0,8,0.0,8.39,0.0,12
6586,0,8,0.0,8.39,0.0,15
6186,0,8,0.0,8.39,0.0,12
9144,0,8,0.0,8.39,0.0,11
10350,0,8,0.0,8.39,0.0,11
8759,0,8,0.0,8.39,0.0,9
10204,0,8,0.0,8.39,0.0,12
10059,0,8,0.0,8.39,0.0,12
8751,0,8,0.0,8.39,0.0,12
8898,0,8,0.0,8.39,0.0,10
8293,0,8,0.0,8.39,0.0,12
10299,0,8,0.0,8.39,0.0,12
10295,0,8,0.0,8.39,0.0,14
9012,0,8,0.0,8.39,0.0,14
2441,0,8,0.0,8.39,0.0,12
10615,0,8,0.0,8.39,0.0,12
7401,0,8,0.0,8.39,0.0,12
9157,0,8,0.0,8.39,0.0,10
4239,0,8,0.0,8.39,0.0,17
6645,1,20,5.0,8.36,3.33,30
7917,1,20,5.0,8.36,2.94,34
5985,1,20,5.0,8.36,3.12,32
587,1,20,5.0,8.36,1.67,60
6888,1,20,5.0,8.36,3.45,29
6615,2,33,6.06,8.13,2.63,76
1954,1,21,4.76,8.04,3.7,27
427,1,21,4.76,8.04,3.23,31
6096,1,21,4.76,8.04,4.35,23
2523,1,21,4.76,8.04,3.23,31
2191,1,21,4.76,8.04,3.03,33
10385,1,21,4.76,8.04,2.27,44
9065,0,9,0.0,7.79,0.0,10
5641,0,9,0.0,7.79,0.0,26
7332,0,9,0.0,7.79,0.0,10
6869,0,9,0.0,7.79,0.0,12
5056,0,9,0.0,7.79,0.0,27
4537,0,9,0.0,7.79,0.0,14
677,0,9,0.0,7.79,0.0,20
9602,0,9,0.0,7.79,0.0,16
9747,0,9,0.0,7.79,0.0,24
6936,0,9,0.0,7.79,0.0,10
334,0,9,0.0,7.79,0.0,20
7273,0,9,0.0,7.79,0.0,11
2096,1,22,4.55,7.74,2.27,44
1229,1,22,4.55,7.74,2.5,40
4180,1,22,4.55,7.74,2.27,44
10143,1,22,4.55,7.74,2.38,42
3494,1,22,4.55,7.74,1.59,63
9515,1,22,4.55,7.74,2.27,44
4192,2,36,5.56,7.54,3.92,51
6104,1,23,4.35,7.46,2.38,42
68,1,23,4.35,7.46,1.61,62
7757,1,23,4.35,7.46,2.5,40
6865,1,23,4.35,7.46,2.22,45
8858,0,10,0.0,7.27,0.0,29
2582,0,10,0.0,7.27,0.0,47
4946,0,10,0.0,7.27,0.0,71
3117,0,10,0.0,7.27,0.0,23
9406,0,10,0.0,7.27,0.0,26
5528,0,10,0.0,7.27,0.0,31
9616,0,10,0.0,7.27,0.0,15
3838,0,10,0.0,7.27,0.0,19
4388,0,10,0.0,7.27,0.0,25
4355,0,10,0.0,7.27,0.0,26
7054,0,10,0.0,7.27,0.0,29
6322,0,10,0.0,7.27,0.0,19
7716,0,10,0.0,7.27,0.0,24
4765,0,10,0.0,7.27,0.0,25
9448,1,24,4.17,7.21,3.57,28
6905,1,24,4.17,7.21,2.7,37
4069,1,24,4.17,7.21,1.82,55
5928,1,25,4.0,6.97,2.44,41
4276,1,25,4.0,6.97,2.33,43
9271,0,11,0.0,6.81,0.0,21
6226,0,11,0.0,6.81,0.0,30
5612,0,11,0.0,6.81,0.0,30
4573,0,11,0.0,6.81,0.0,28
3026,0,11,0.0,6.81,0.0,21
9309,0,11,0.0,6.81,0.0,19
6722,0,11,0.0,6.81,0.0,27
3932,0,11,0.0,6.81,0.0,27
6026,0,11,0.0,6.81,0.0,22
3418,0,11,0.0,6.81,0.0,19
5256,0,11,0.0,6.81,0.0,24
7115,0,11,0.0,6.81,0.0,24
8029,0,11,0.0,6.81,0.0,28
10154,0,11,0.0,6.81,0.0,24
8630,1,26,3.85,6.74,2.56,39
6153,1,27,3.7,6.53,2.17,46
5016,0,12,0.0,6.41,0.0,27
1672,0,12,0.0,6.41,0.0,29
5869,0,12,0.0,6.41,0.0,20
1421,0,12,0.0,6.41,0.0,24
3616,0,12,0.0,6.41,0.0,25
5567,0,12,0.0,6.41,0.0,28
5171,0,12,0.0,6.41,0.0,27
806,0,12,0.0,6.41,0.0,19
648,0,12,0.0,6.41,0.0,21
5067,0,12,0.0,6.41,0.0,26
2224,0,12,0.0,6.41,0.0,27
7147,0,12,0.0,6.41,0.0,24
7255,0,13,0.0,6.06,0.0,22
4083,0,13,0.0,6.06,0.0,25
8276,0,13,0.0,6.06,0.0,20
5276,0,13,0.0,6.06,0.0,20
7913,0,13,0.0,6.06,0.0,23
9615,0,13,0.0,6.06,0.0,20
7245,0,13,0.0,6.06,0.0,21
9206,0,13,0.0,6.06,0.0,24
8304,0,13,0.0,6.06,0.0,30
10336,0,13,0.0,6.06,0.0,20
6753,0,14,0.0,5.74,0.0,26
10337,0,14,0.0,5.74,0.0,23
9610,0,14,0.0,5.74,0.0,18
10101,0,14,0.0,5.74,0.0,27
5863,0,14,0.0,5.74,0.0,20
5872,0,14,0.0,5.74,0.0,22
9143,0,14,0.0,5.74,0.0,35
4021,0,14,0.0,5.74,0.0,18
5430,0,14,0.0,5.74,0.0,23
8145,0,14,0.0,5.74,0.0,20
9534,0,15,0.0,5.45,0.0,20
9524,0,15,0.0,5.45,0.0,24
6162,0,15,0.0,5.45,0.0,27
10291,0,15,0.0,5.45,0.0,28
6072,0,15,0.0,5.45,0.0,31
4973,0,15,0.0,5.45,0.0,20
617,0,16,0.0,5.19,0.0,24
6161,0,16,0.0,5.19,0.0,24
10304,0,16,0.0,5.19,0.0,25
4935,0,16,0.0,5.19,0.0,31
10665,0,16,0.0,5.19,0.0,28
9014,0,16,0.0,5.19,0.0,29
7022,0,16,0.0,5.19,0.0,24
3933,0,17,0.0,4.95,0.0,29
1359,0,17,0.0,4.95,0.0,24
7210,0,17,0.0,4.95,0.0,30
5700,0,17,0.0,4.95,0.0,32
10323,0,17,0.0,4.95,0.0,36
7607,0,17,0.0,4.95,0.0,21
1816,0,18,0.0,4.74,0.0,34
9055,0,18,0.0,4.74,0.0,30
6401,0,18,0.0,4.74,0.0,28
9770,0,18,0.0,4.74,0.0,24
2537,0,18,0.0,4.74,0.0,26
8374,0,18,0.0,4.74,0.0,24
9101,0,18,0.0,4.74,0.0,41
5053,0,18,0.0,4.74,0.0,33
2013,0,18,0.0,4.74,0.0,24
1626,0,19,0.0,4.54,0.0,43
7058,0,20,0.0,4.36,0.0,38
9198,0,20,0.0,4.36,0.0,43
623,0,21,0.0,4.19,0.0,36
9562,0,22,0.0,4.04,0.0,43
10611,0,22,0.0,4.04,0.0,40
