Team,Upset Win Count,Underdog Match Count,Underdog Match Win Rate (%),Bayesian Weighted Rate (%),Upset Frequency (%),Total Match Count
6190,5,16,31.25,29.0,20.83,24
6652,7,23,30.43,28.89,21.88,32
5460,7,23,30.43,28.89,7.0,100
2950,7,23,30.43,28.89,15.56,45
7121,7,23,30.43,28.89,14.89,47
4061,7,23,30.43,28.89,15.91,44
9260,7,23,30.43,28.89,14.58,48
3936,7,23,30.43,28.89,17.5,40
3452,7,23,30.43,28.89,15.91,44
7501,7,23,30.43,28.89,15.56,45
610,7,23,30.43,28.89,10.45,67
3759,7,23,30.43,28.89,18.42,38
6560,7,23,30.43,28.89,12.5,56
2265,7,23,30.43,28.89,21.21,33
2586,7,23,30.43,28.89,12.5,56
7768,7,23,30.43,28.89,14.89,47
6956,7,23,30.43,28.89,12.73,55
8424,7,23,30.43,28.89,16.67,42
5653,9,30,30.0,28.83,10.98,82
5109,9,30,30.0,28.83,15.25,59
1002,13,44,29.55,28.76,18.57,70
8280,12,41,29.27,28.46,20.0,60
2412,10,34,29.41,28.44,13.7,73
3487,10,34,29.41,28.44,15.62,64
1306,8,27,29.63,28.41,16.67,48
10118,8,27,29.63,28.41,12.9,62
4041,8,27,29.63,28.41,21.05,38
3647,8,27,29.63,28.41,20.0,40
155,8,27,29.63,28.41,15.09,53
839,8,27,29.63,28.41,10.81,74
5695,8,27,29.63,28.41,19.51,41
8230,8,27,29.63,28.41,17.78,45
5511,8,27,29.63,28.41,17.39,46
8749,6,20,30.0,28.36,10.53,57
3476,6,20,30.0,28.36,10.91,55
10170,6,20,30.0,28.36,22.22,27
4131,6,20,30.0,28.36,14.29,42
8058,6,20,30.0,28.36,22.22,27
9316,6,20,30.0,28.36,21.43,28
9242,6,20,30.0,28.36,18.75,32
7809,6,20,30.0,28.36,25.0,24
4829,6,20,30.0,28.36,12.5,48
4795,6,20,30.0,28.36,9.23,65
3939,6,20,30.0,28.36,18.75,32
1038,6,20,30.0,28.36,15.0,40
3130,6,20,30.0,28.36,10.53,57
5402,6,20,30.0,28.36,11.54,52
1189,6,20,30.0,28.36,9.84,61
4669,6,20,30.0,28.36,17.14,35
4656,4,13,30.77,28.28,16.67,24
6377,4,13,30.77,28.28,8.7,46
5086,4,13,30.77,28.28,14.29,28
7256,4,13,30.77,28.28,16.67,24
2375,4,13,30.77,28.28,16.67,24
9635,4,13,30.77,28.28,10.81,37
5736,4,13,30.77,28.28,9.3,43
353,4,13,30.77,28.28,9.3,43
3015,4,13,30.77,28.28,5.63,71
5576,4,13,30.77,28.28,20.0,20
7759,4,13,30.77,28.28,22.22,18
9251,4,13,30.77,28.28,12.9,31
5878,4,13,30.77,28.28,13.79,29
4961,4,13,30.77,28.28,15.38,26
8613,4,13,30.77,28.28,11.11,36
3654,4,13,30.77,28.28,16.67,24
5658,4,13,30.77,28.28,18.18,22
9153,4,13,30.77,28.28,18.18,22
2973,4,13,30.77,28.28,20.0,20
3243,4,13,30.77,28.28,17.39,23
9313,4,13,30.77,28.28,22.22,18
980,4,13,30.77,28.28,16.67,24
5553,4,13,30.77,28.28,20.0,20
3504,4,13,30.77,28.28,16.0,25
1091,4,13,30.77,28.28,19.05,21
4096,4,13,30.77,28.28,13.33,30
10652,4,13,30.77,28.28,13.79,29
3871,4,13,30.77,28.28,22.22,18
4692,11,38,28.95,28.12,18.33,60
9443,11,38,28.95,28.12,15.49,71
151,11,38,28.95,28.12,18.64,59
111,2,6,33.33,28.09,3.45,58
10580,2,6,33.33,28.09,18.18,11
1619,2,6,33.33,28.09,4.88,41
3527,2,6,33.33,28.09,20.0,10
3054,2,6,33.33,28.09,22.22,9
9609,2,6,33.33,28.09,5.41,37
9565,2,6,33.33,28.09,22.22,9
8261,2,6,33.33,28.09,22.22,9
5439,2,6,33.33,28.09,12.5,16
9502,2,6,33.33,28.09,22.22,9
10549,2,6,33.33,28.09,22.22,9
9021,2,6,33.33,28.09,18.18,11
10205,2,6,33.33,28.09,22.22,9
6038,2,6,33.33,28.09,16.67,12
10166,2,6,33.33,28.09,22.22,9
9302,2,6,33.33,28.09,25.0,8
9617,2,6,33.33,28.09,25.0,8
3397,2,6,33.33,28.09,18.18,11
10317,2,6,33.33,28.09,20.0,10
545,2,6,33.33,28.09,20.0,10
5539,2,6,33.33,28.09,18.18,11
9579,2,6,33.33,28.09,22.22,9
4229,2,6,33.33,28.09,22.22,9
4687,2,6,33.33,28.09,22.22,9
3038,2,6,33.33,28.09,22.22,9
2511,2,6,33.33,28.09,22.22,9
9543,2,6,33.33,28.09,20.0,10
9018,2,6,33.33,28.09,20.0,10
8550,2,6,33.33,28.09,22.22,9
7064,2,6,33.33,28.09,16.67,12
9152,2,6,33.33,28.09,20.0,10
9007,2,6,33.33,28.09,20.0,10
9761,2,6,33.33,28.09,22.22,9
3760,2,6,33.33,28.09,22.22,9
7036,2,6,33.33,28.09,22.22,9
5096,2,6,33.33,28.09,20.0,10
854,9,31,29.03,28.03,21.43,42
1540,9,31,29.03,28.03,15.0,60
8622,9,31,29.03,28.03,20.93,43
5987,7,24,29.17,27.9,12.07,58
70,7,24,29.17,27.9,10.94,64
10070,7,24,29.17,27.9,23.33,30
5401,7,24,29.17,27.9,14.89,47
6397,7,24,29.17,27.9,25.93,27
6078,7,24,29.17,27.9,16.67,42
7763,7,24,29.17,27.9,14.58,48
223,7,24,29.17,27.9,15.56,45
1676,7,24,29.17,27.9,9.59,73
1700,7,24,29.17,27.9,20.0,35
2064,10,35,28.57,27.73,17.86,56
3277,5,17,29.41,27.68,13.51,37
4984,5,17,29.41,27.68,20.0,25
5835,5,17,29.41,27.68,20.83,24
4176,5,17,29.41,27.68,19.23,26
5980,5,17,29.41,27.68,17.86,28
9203,5,17,29.41,27.68,20.83,24
5603,5,17,29.41,27.68,16.13,31
9554,5,17,29.41,27.68,19.23,26
8151,5,17,29.41,27.68,19.23,26
9624,5,17,29.41,27.68,19.23,26
5437,5,17,29.41,27.68,18.52,27
9237,5,17,29.41,27.68,16.67,30
5986,5,17,29.41,27.68,20.0,25
3646,5,17,29.41,27.68,21.74,23
2534,5,17,29.41,27.68,11.11,45
103,5,17,29.41,27.68,8.06,62
6171,5,17,29.41,27.68,17.86,28
10592,5,17,29.41,27.68,20.83,24
4821,5,17,29.41,27.68,11.11,45
3478,5,17,29.41,27.68,7.69,65
9789,5,17,29.41,27.68,19.23,26
9517,5,17,29.41,27.68,16.67,30
2585,5,17,29.41,27.68,11.36,44
280,5,17,29.41,27.68,17.24,29
1072,5,17,29.41,27.68,8.93,56
4398,13,46,28.26,27.63,14.44,90
5419,8,28,28.57,27.55,10.81,74
2557,8,28,28.57,27.55,18.18,44
7587,8,28,28.57,27.55,19.51,41
8577,8,28,28.57,27.55,22.86,35
7911,8,28,28.57,27.55,20.51,39
858,11,39,28.21,27.48,16.18,68
1690,3,10,30.0,27.27,3.49,86
2512,3,10,30.0,27.27,18.75,16
4593,3,10,30.0,27.27,12.0,25
5066,6,21,28.57,27.27,14.29,42
7673,6,21,28.57,27.27,19.35,31
6364,3,10,30.0,27.27,12.5,24
1512,6,21,28.57,27.27,18.75,32
9071,6,21,28.57,27.27,20.69,29
4381,9,32,28.12,27.27,12.16,74
5436,9,32,28.12,27.27,16.36,55
404,6,21,28.57,27.27,14.63,41
5515,3,10,30.0,27.27,16.67,18
1778,3,10,30.0,27.27,4.62,65
4952,3,10,30.0,27.27,20.0,15
3561,6,21,28.57,27.27,14.63,41
8575,6,21,28.57,27.27,9.68,62
4729,3,10,30.0,27.27,16.67,18
8595,6,21,28.57,27.27,16.22,37
246,6,21,28.57,27.27,14.29,42
1640,6,21,28.57,27.27,10.53,57
365,6,21,28.57,27.27,9.52,63
2363,9,32,28.12,27.27,15.79,57
122,9,32,28.12,27.27,16.36,55
836,6,21,28.57,27.27,9.23,65
5115,6,21,28.57,27.27,13.95,43
6453,3,10,30.0,27.27,20.0,15
9410,3,10,30.0,27.27,11.11,27
4598,3,10,30.0,27.27,15.0,20
10247,3,10,30.0,27.27,21.43,14
7466,3,10,30.0,27.27,25.0,12
1902,3,10,30.0,27.27,7.32,41
8815,6,21,28.57,27.27,22.22,27
7671,6,21,28.57,27.27,21.43,28
6981,3,10,30.0,27.27,25.0,12
1994,3,10,30.0,27.27,25.0,12
9724,6,21,28.57,27.27,23.08,26
5490,6,21,28.57,27.27,21.43,28
4174,3,10,30.0,27.27,11.54,26
2202,3,10,30.0,27.27,9.09,33
10430,3,10,30.0,27.27,30.0,10
8708,13,47,27.66,27.1,17.81,73
5181,10,36,27.78,27.05,13.7,73
4364,10,36,27.78,27.05,21.74,46
6381,7,25,28.0,26.97,14.58,48
2468,7,25,28.0,26.97,9.21,76
9567,7,25,28.0,26.97,15.22,46
1414,7,25,28.0,26.97,12.96,54
1218,7,25,28.0,26.97,12.07,58
5804,7,25,28.0,26.97,10.77,65
1318,7,25,28.0,26.97,8.97,78
3184,7,25,28.0,26.97,17.07,41
1723,7,25,28.0,26.97,17.07,41
6114,7,25,28.0,26.97,16.28,43
5031,7,25,28.0,26.97,16.67,42
8816,7,25,28.0,26.97,22.58,31
5431,7,25,28.0,26.97,15.56,45
4603,7,25,28.0,26.97,18.42,38
8051,7,25,28.0,26.97,15.56,45
2823,4,14,28.57,26.79,12.5,32
6465,4,14,28.57,26.79,14.29,28
2521,4,14,28.57,26.79,13.33,30
10156,4,14,28.57,26.79,16.67,24
4481,4,14,28.57,26.79,8.89,45
1159,4,14,28.57,26.79,20.0,20
4089,4,14,28.57,26.79,13.79,29
10230,4,14,28.57,26.79,22.22,18
3419,4,14,28.57,26.79,15.38,26
1736,4,14,28.57,26.79,13.79,29
6919,4,14,28.57,26.79,6.67,60
9715,4,14,28.57,26.79,22.22,18
10069,4,14,28.57,26.79,16.67,24
5338,4,14,28.57,26.79,9.09,44
2992,4,14,28.57,26.79,9.76,41
2220,4,14,28.57,26.79,9.76,41
3216,4,14,28.57,26.79,14.29,28
2773,4,14,28.57,26.79,20.0,20
6237,4,14,28.57,26.79,14.29,28
9226,4,14,28.57,26.79,14.29,28
8362,4,14,28.57,26.79,16.67,24
5811,4,14,28.57,26.79,17.39,23
4422,8,29,27.59,26.74,10.81,74
9477,8,29,27.59,26.74,17.39,46
6328,8,29,27.59,26.74,9.2,87
7902,8,29,27.59,26.74,13.56,59
9782,8,29,27.59,26.74,20.0,40
4638,8,29,27.59,26.74,17.78,45
1111,8,29,27.59,26.74,17.39,46
10606,8,29,27.59,26.74,17.78,45
1023,9,33,27.27,26.55,10.47,86
540,9,33,27.27,26.55,14.29,63
3211,5,18,27.78,26.48,12.5,40
6318,5,18,27.78,26.48,19.23,26
8193,5,18,27.78,26.48,12.82,39
9277,5,18,27.78,26.48,17.86,28
8515,5,18,27.78,26.48,16.13,31
3712,5,18,27.78,26.48,20.83,24
8431,5,18,27.78,26.48,20.83,24
6567,5,18,27.78,26.48,20.83,24
3566,5,18,27.78,26.48,19.23,26
7314,5,18,27.78,26.48,17.24,29
114,5,18,27.78,26.48,13.16,38
8067,5,18,27.78,26.48,20.83,24
5726,5,18,27.78,26.48,16.67,30
6947,5,18,27.78,26.48,12.5,40
9105,5,18,27.78,26.48,8.06,62
4983,5,18,27.78,26.48,18.52,27
3340,5,18,27.78,26.48,15.62,32
428,5,18,27.78,26.48,17.86,28
9762,5,18,27.78,26.48,17.24,29
1225,5,18,27.78,26.48,17.86,28
9605,5,18,27.78,26.48,17.24,29
5624,5,18,27.78,26.48,16.13,31
5348,5,18,27.78,26.48,9.43,53
9097,5,18,27.78,26.48,15.15,33
5756,5,18,27.78,26.48,17.86,28
1165,5,18,27.78,26.48,15.62,32
9227,5,18,27.78,26.48,16.67,30
5462,5,18,27.78,26.48,18.52,27
6418,5,18,27.78,26.48,11.9,42
9592,5,18,27.78,26.48,20.0,25
3492,5,18,27.78,26.48,12.82,39
2395,5,18,27.78,26.48,21.74,23
3610,5,18,27.78,26.48,19.23,26
10224,10,37,27.03,26.4,16.13,62
948,10,37,27.03,26.4,13.16,76
7538,11,41,26.83,26.28,15.71,70
4572,11,41,26.83,26.28,19.64,56
5458,11,41,26.83,26.28,20.37,54
5554,6,22,27.27,26.26,15.0,40
7038,6,22,27.27,26.26,20.0,30
4607,6,22,27.27,26.26,7.79,77
7048,6,22,27.27,26.26,20.0,30
5235,6,22,27.27,26.26,21.43,28
4999,6,22,27.27,26.26,18.18,33
9453,6,22,27.27,26.26,20.0,30
1683,6,22,27.27,26.26,7.5,80
6690,6,22,27.27,26.26,18.18,33
702,6,22,27.27,26.26,15.0,40
1997,6,22,27.27,26.26,16.22,37
1425,6,22,27.27,26.26,10.71,56
5992,6,22,27.27,26.26,13.95,43
1369,6,22,27.27,26.26,18.75,32
293,6,22,27.27,26.26,13.04,46
2708,6,22,27.27,26.26,14.63,41
1259,6,22,27.27,26.26,15.38,39
4534,6,22,27.27,26.26,9.52,63
10623,1,3,33.33,26.13,11.11,9
10432,1,3,33.33,26.13,12.5,8
9070,1,3,33.33,26.13,8.33,12
7050,1,3,33.33,26.13,6.67,15
7672,1,3,33.33,26.13,11.11,9
9421,1,3,33.33,26.13,9.09,11
9050,1,3,33.33,26.13,9.09,11
6414,1,3,33.33,26.13,12.5,8
7485,1,3,33.33,26.13,11.11,9
2207,1,3,33.33,26.13,11.11,9
2393,1,3,33.33,26.13,10.0,10
9220,1,3,33.33,26.13,8.33,12
9999,1,3,33.33,26.13,20.0,5
5152,7,26,26.92,26.1,15.56,45
1076,7,26,26.92,26.1,11.11,63
6023,7,26,26.92,26.1,11.67,60
193,7,26,26.92,26.1,16.28,43
10554,7,26,26.92,26.1,14.89,47
9658,7,26,26.92,26.1,17.5,40
4146,7,26,26.92,26.1,18.92,37
6665,7,26,26.92,26.1,17.5,40
3357,8,30,26.67,25.97,12.31,65
2035,8,30,26.67,25.97,16.67,48
4533,8,30,26.67,25.97,16.67,48
3940,8,30,26.67,25.97,8.7,92
8793,9,34,26.47,25.87,15.79,57
294,10,38,26.32,25.79,11.49,87
5932,2,7,28.57,25.75,20.0,10
4010,2,7,28.57,25.75,15.38,13
6676,2,7,28.57,25.75,20.0,10
9089,2,7,28.57,25.75,20.0,10
3986,2,7,28.57,25.75,11.11,18
10152,2,7,28.57,25.75,22.22,9
9295,2,7,28.57,25.75,9.52,21
9713,2,7,28.57,25.75,22.22,9
4187,2,7,28.57,25.75,18.18,11
9073,2,7,28.57,25.75,16.67,12
7163,2,7,28.57,25.75,18.18,11
9564,2,7,28.57,25.75,18.18,11
7758,2,7,28.57,25.75,22.22,9
8783,2,7,28.57,25.75,25.0,8
9195,2,7,28.57,25.75,22.22,9
9045,2,7,28.57,25.75,25.0,8
5147,2,7,28.57,25.75,20.0,10
554,2,7,28.57,25.75,13.33,15
10526,2,7,28.57,25.75,15.38,13
8220,2,7,28.57,25.75,13.33,15
9467,2,7,28.57,25.75,16.67,12
10159,2,7,28.57,25.75,22.22,9
10658,2,7,28.57,25.75,20.0,10
117,2,7,28.57,25.75,8.33,24
9060,2,7,28.57,25.75,20.0,10
9019,2,7,28.57,25.75,16.67,12
7068,2,7,28.57,25.75,10.53,19
8022,2,7,28.57,25.75,20.0,10
291,2,7,28.57,25.75,20.0,10
3821,2,7,28.57,25.75,20.0,10
7652,2,7,28.57,25.75,20.0,10
9781,2,7,28.57,25.75,22.22,9
1086,11,42,26.19,25.72,13.92,79
5903,3,11,27.27,25.56,8.33,36
9496,3,11,27.27,25.56,3.19,94
5144,3,11,27.27,25.56,10.34,29
9043,3,11,27.27,25.56,16.67,18
3550,3,11,27.27,25.56,11.54,26
4788,3,11,27.27,25.56,12.0,25
4391,3,11,27.27,25.56,3.37,89
10698,3,11,27.27,25.56,13.04,23
7578,3,11,27.27,25.56,15.0,20
9461,3,11,27.27,25.56,13.04,23
7563,3,11,27.27,25.56,7.32,41
5800,3,11,27.27,25.56,12.5,24
3630,3,11,27.27,25.56,12.0,25
3140,3,11,27.27,25.56,12.5,24
1569,3,11,27.27,25.56,15.0,20
9593,3,11,27.27,25.56,12.5,24
7594,3,11,27.27,25.56,16.67,18
108,3,11,27.27,25.56,7.5,40
8427,3,11,27.27,25.56,11.54,26
810,3,11,27.27,25.56,12.0,25
358,3,11,27.27,25.56,15.79,19
5667,3,11,27.27,25.56,14.29,21
2194,3,11,27.27,25.56,8.11,37
3891,3,11,27.27,25.56,11.54,26
10368,3,11,27.27,25.56,23.08,13
10303,3,11,27.27,25.56,20.0,15
10614,4,15,26.67,25.45,16.67,24
10613,4,15,26.67,25.45,16.67,24
8338,4,15,26.67,25.45,21.05,19
8872,4,15,26.67,25.45,16.0,25
6180,4,15,26.67,25.45,14.81,27
5860,4,15,26.67,25.45,13.79,29
1452,4,15,26.67,25.45,20.0,20
115,4,15,26.67,25.45,14.29,28
5480,4,15,26.67,25.45,14.29,28
6766,4,15,26.67,25.45,16.67,24
7627,4,15,26.67,25.45,13.33,30
9694,4,15,26.67,25.45,16.0,25
9247,4,15,26.67,25.45,22.22,18
10396,4,15,26.67,25.45,18.18,22
6838,4,15,26.67,25.45,11.11,36
6014,4,15,26.67,25.45,20.0,20
9636,4,15,26.67,25.45,19.05,21
6969,4,15,26.67,25.45,18.18,22
5002,4,15,26.67,25.45,16.0,25
5559,4,15,26.67,25.45,11.43,35
6961,4,15,26.67,25.45,14.81,27
5975,4,15,26.67,25.45,16.67,24
3663,4,15,26.67,25.45,4.44,90
10499,4,15,26.67,25.45,16.67,24
6121,4,15,26.67,25.45,10.26,39
9188,4,15,26.67,25.45,16.67,24
8628,4,15,26.67,25.45,16.67,24
4835,4,15,26.67,25.45,16.67,24
9128,4,15,26.67,25.45,6.56,61
3637,4,15,26.67,25.45,8.7,46
9542,4,15,26.67,25.45,16.67,24
5982,4,15,26.67,25.45,14.81,27
612,4,15,26.67,25.45,15.38,26
9459,4,15,26.67,25.45,10.81,37
7033,4,15,26.67,25.45,14.81,27
424,4,15,26.67,25.45,11.11,36
1891,4,15,26.67,25.45,16.0,25
4735,4,15,26.67,25.45,14.29,28
7191,4,15,26.67,25.45,16.67,24
85,4,15,26.67,25.45,13.33,30
3164,4,15,26.67,25.45,14.81,27
3714,4,15,26.67,25.45,16.67,24
5124,4,15,26.67,25.45,16.0,25
10212,4,15,26.67,25.45,17.39,23
4643,4,15,26.67,25.45,18.18,22
1523,4,15,26.67,25.45,14.81,27
4523,4,15,26.67,25.45,18.18,22
2358,4,15,26.67,25.45,12.9,31
3931,4,15,26.67,25.45,15.38,26
10535,4,15,26.67,25.45,16.67,24
2465,4,15,26.67,25.45,13.79,29
4296,4,15,26.67,25.45,19.05,21
6348,5,19,26.32,25.38,9.43,53
3091,5,19,26.32,25.38,20.0,25
9119,5,19,26.32,25.38,18.52,27
1262,5,19,26.32,25.38,16.13,31
7197,5,19,26.32,25.38,8.47,59
7480,5,19,26.32,25.38,10.42,48
4476,5,19,26.32,25.38,6.85,73
369,5,19,26.32,25.38,17.24,29
4500,5,19,26.32,25.38,8.93,56
2036,5,19,26.32,25.38,11.9,42
4701,5,19,26.32,25.38,17.86,28
3098,5,19,26.32,25.38,15.15,33
222,5,19,26.32,25.38,10.42,48
2084,5,19,26.32,25.38,15.15,33
3634,5,19,26.32,25.38,19.23,26
8429,5,19,26.32,25.38,8.62,58
4601,5,19,26.32,25.38,16.13,31
3632,5,19,26.32,25.38,15.62,32
10302,5,19,26.32,25.38,16.67,30
7127,5,19,26.32,25.38,11.36,44
1825,5,19,26.32,25.38,11.9,42
1528,5,19,26.32,25.38,20.83,24
8223,6,23,26.09,25.32,14.63,41
3083,6,23,26.09,25.32,15.79,38
4779,6,23,26.09,25.32,11.54,52
8103,6,23,26.09,25.32,14.63,41
7200,6,23,26.09,25.32,13.95,43
6002,6,23,26.09,25.32,7.59,79
1305,6,23,26.09,25.32,14.29,42
5843,6,23,26.09,25.32,8.0,75
3035,6,23,26.09,25.32,9.68,62
4145,6,23,26.09,25.32,8.0,75
10453,6,23,26.09,25.32,17.65,34
2846,7,27,25.93,25.28,15.56,45
539,7,27,25.93,25.28,14.0,50
2522,7,27,25.93,25.28,9.46,74
6357,7,27,25.93,25.28,11.86,59
188,7,27,25.93,25.28,11.11,63
2702,7,27,25.93,25.28,15.22,46
292,7,27,25.93,25.28,12.5,56
2724,7,27,25.93,25.28,12.28,57
3229,7,27,25.93,25.28,15.22,46
3668,8,31,25.81,25.25,11.11,72
8410,8,31,25.81,25.25,15.09,53
10583,8,31,25.81,25.25,17.78,45
10260,8,31,25.81,25.25,16.0,50
1241,9,35,25.71,25.23,10.71,84
6911,9,35,25.71,25.23,15.25,59
467,11,43,25.58,25.19,13.58,81
3414,11,44,25.0,24.67,10.89,101
5805,9,36,25.0,24.61,16.98,53
3875,9,36,25.0,24.61,12.5,72
5468,8,32,25.0,24.57,8.51,94
319,8,32,25.0,24.57,13.79,58
2720,8,32,25.0,24.57,14.81,54
7451,7,28,25.0,24.52,12.07,58
9525,7,28,25.0,24.52,16.28,43
8714,7,28,25.0,24.52,17.95,39
10014,7,28,25.0,24.52,12.5,56
5719,7,28,25.0,24.52,17.5,40
1699,7,28,25.0,24.52,11.29,62
8100,7,28,25.0,24.52,12.73,55
1885,7,28,25.0,24.52,15.56,45
1741,7,28,25.0,24.52,9.21,76
1148,7,28,25.0,24.52,11.86,59
2145,6,24,25.0,24.45,9.84,61
5608,6,24,25.0,24.45,11.76,51
10416,6,24,25.0,24.45,15.0,40
7461,6,24,25.0,24.45,14.63,41
5547,6,24,25.0,24.45,13.04,46
6059,6,24,25.0,24.45,18.18,33
1847,6,24,25.0,24.45,10.71,56
4731,5,20,25.0,24.36,14.71,34
5084,5,20,25.0,24.36,11.9,42
2654,5,20,25.0,24.36,19.23,26
7202,5,20,25.0,24.36,16.13,31
9771,5,20,25.0,24.36,16.67,30
5920,5,20,25.0,24.36,16.13,31
3865,5,20,25.0,24.36,17.86,28
328,5,20,25.0,24.36,12.5,40
6712,5,20,25.0,24.36,17.24,29
4286,5,20,25.0,24.36,19.23,26
5126,5,20,25.0,24.36,11.63,43
2712,5,20,25.0,24.36,20.83,24
3136,5,20,25.0,24.36,9.26,54
7109,5,20,25.0,24.36,20.83,24
5411,5,20,25.0,24.36,8.2,61
5243,5,20,25.0,24.36,19.23,26
9733,5,20,25.0,24.36,20.83,24
5459,5,20,25.0,24.36,11.9,42
9084,5,20,25.0,24.36,9.8,51
3792,5,20,25.0,24.36,13.16,38
216,5,20,25.0,24.36,12.82,39
2172,5,20,25.0,24.36,15.62,32
2630,4,16,25.0,24.24,6.25,64
8290,4,16,25.0,24.24,13.79,29
7553,4,16,25.0,24.24,13.79,29
3042,4,16,25.0,24.24,15.38,26
7784,4,16,25.0,24.24,13.79,29
5682,4,16,25.0,24.24,14.29,28
10333,4,16,25.0,24.24,16.0,25
9449,4,16,25.0,24.24,16.67,24
8532,4,16,25.0,24.24,14.29,28
753,4,16,25.0,24.24,13.79,29
9215,4,16,25.0,24.24,12.9,31
5498,4,16,25.0,24.24,14.81,27
5828,4,16,25.0,24.24,15.38,26
8126,4,16,25.0,24.24,12.9,31
4384,4,16,25.0,24.24,14.29,28
9772,4,16,25.0,24.24,18.18,22
4213,4,16,25.0,24.24,13.33,30
7521,4,16,25.0,24.24,15.38,26
6528,4,16,25.0,24.24,13.79,29
5182,4,16,25.0,24.24,16.67,24
9758,4,16,25.0,24.24,13.79,29
5247,4,16,25.0,24.24,16.67,24
10245,4,16,25.0,24.24,14.81,27
3618,4,16,25.0,24.24,13.79,29
69,4,16,25.0,24.24,13.79,29
7535,4,16,25.0,24.24,16.67,24
6404,4,16,25.0,24.24,20.0,20
8140,4,16,25.0,24.24,21.05,19
6517,4,16,25.0,24.24,16.0,25
2048,4,16,25.0,24.24,16.67,24
7425,4,16,25.0,24.24,14.29,28
3349,4,16,25.0,24.24,16.0,25
4579,4,16,25.0,24.24,16.67,24
4063,4,16,25.0,24.24,9.52,42
171,4,16,25.0,24.24,17.39,23
904,4,16,25.0,24.24,15.38,26
9777,4,16,25.0,24.24,17.39,23
3298,3,12,25.0,24.06,16.67,18
1538,3,12,25.0,24.06,7.69,39
9649,3,12,25.0,24.06,15.79,19
3467,3,12,25.0,24.06,3.33,90
708,3,12,25.0,24.06,7.14,42
3624,3,12,25.0,24.06,15.0,20
9662,3,12,25.0,24.06,12.5,24
1287,3,12,25.0,24.06,6.12,49
8723,3,12,25.0,24.06,23.08,13
10034,3,12,25.0,24.06,15.0,20
8790,3,12,25.0,24.06,17.65,17
8760,3,12,25.0,24.06,15.79,19
204,3,12,25.0,24.06,9.68,31
5514,3,12,25.0,24.06,13.04,23
9200,3,12,25.0,24.06,13.04,23
639,3,12,25.0,24.06,13.04,23
1775,3,12,25.0,24.06,12.5,24
5492,3,12,25.0,24.06,11.11,27
7428,3,12,25.0,24.06,10.0,30
8885,3,12,25.0,24.06,14.29,21
10219,3,12,25.0,24.06,12.5,24
9300,3,12,25.0,24.06,15.79,19
5842,3,12,25.0,24.06,12.5,24
8788,3,12,25.0,24.06,12.5,24
3461,3,12,25.0,24.06,10.71,28
1446,3,12,25.0,24.06,12.5,24
2288,3,12,25.0,24.06,11.11,27
10208,3,12,25.0,24.06,15.0,20
5816,3,12,25.0,24.06,15.0,20
9445,3,12,25.0,24.06,12.5,24
3324,3,12,25.0,24.06,15.0,20
9668,3,12,25.0,24.06,14.29,21
7915,3,12,25.0,24.06,12.0,25
6191,3,12,25.0,24.06,15.79,19
2687,9,37,24.32,24.02,17.65,51
3102,9,37,24.32,24.02,14.29,63
6421,8,33,24.24,23.92,13.79,58
2642,8,33,24.24,23.92,13.11,61
5010,7,29,24.14,23.79,11.67,60
1071,7,29,24.14,23.79,16.67,42
4026,7,29,24.14,23.79,11.67,60
2423,7,29,24.14,23.79,11.29,62
5142,7,29,24.14,23.79,9.33,75
5188,7,29,24.14,23.79,14.0,50
4159,7,29,24.14,23.79,11.86,59
3522,2,8,25.0,23.77,14.29,14
4230,2,8,25.0,23.77,8.33,24
9053,2,8,25.0,23.77,20.0,10
3005,2,8,25.0,23.77,2.99,67
5409,2,8,25.0,23.77,3.85,52
8015,2,8,25.0,23.77,10.0,20
6874,2,8,25.0,23.77,16.67,12
9510,2,8,25.0,23.77,18.18,11
9265,2,8,25.0,23.77,16.67,12
2626,2,8,25.0,23.77,13.33,15
9102,2,8,25.0,23.77,16.67,12
4955,2,8,25.0,23.77,16.67,12
6880,2,8,25.0,23.77,22.22,9
343,2,8,25.0,23.77,3.28,61
10552,2,8,25.0,23.77,16.67,12
5988,2,8,25.0,23.77,18.18,11
7433,2,8,25.0,23.77,10.53,19
8725,2,8,25.0,23.77,7.14,28
10548,2,8,25.0,23.77,25.0,8
6553,2,8,25.0,23.77,22.22,9
6764,2,8,25.0,23.77,22.22,9
9503,2,8,25.0,23.77,20.0,10
10309,2,8,25.0,23.77,15.38,13
10019,2,8,25.0,23.77,16.67,12
10140,2,8,25.0,23.77,25.0,8
3003,2,8,25.0,23.77,8.7,23
4020,2,8,25.0,23.77,4.44,45
2338,2,8,25.0,23.77,3.85,52
4931,2,8,25.0,23.77,13.33,15
4293,2,8,25.0,23.77,8.7,23
9479,2,8,25.0,23.77,14.29,14
8780,2,8,25.0,23.77,16.67,12
9159,2,8,25.0,23.77,13.33,15
8042,2,8,25.0,23.77,14.29,14
9028,2,8,25.0,23.77,14.29,14
1557,2,8,25.0,23.77,15.38,13
1730,2,8,25.0,23.77,5.0,40
9244,2,8,25.0,23.77,20.0,10
9573,2,8,25.0,23.77,22.22,9
2090,2,8,25.0,23.77,16.67,12
7724,2,8,25.0,23.77,15.38,13
2549,2,8,25.0,23.77,12.5,16
3745,2,8,25.0,23.77,22.22,9
354,2,8,25.0,23.77,16.67,12
